image_path,species_label,timestamp,latitude,longitude,detection_confidence,bbox
data\raw\images\eccv_18_all_images_sm\5a096bf7-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-06 05:03:26,32.047059,-110.033333,0.864,"[606.582763671875, 472.71923828125, 737.1599731445312, 597.3363647460938]"
data\raw\images\eccv_18_all_images_sm\59ec54ec-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-07 21:31:16,32.047059,-110.033333,0.5322,"[57.32065963745117, 650.9158935546875, 216.4355926513672, 746.6657104492188]"
data\raw\images\eccv_18_all_images_sm\598c5b68-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-08-13 16:15:24,32.047059,-110.033333,0.7666,"[595.4495849609375, 506.9583435058594, 763.34375, 576.1441650390625]"
data\raw\images\eccv_18_all_images_sm\59738740-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-09-02 10:53:01,32.047059,-110.033333,0.6837,"[466.05596923828125, 581.494873046875, 542.2972412109375, 709.4226684570312]"
data\raw\images\eccv_18_all_images_sm\596d6476-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-15 05:39:25,32.047059,-110.033333,0.8627,"[384.159423828125, 340.45220947265625, 534.4053955078125, 429.906005859375]"
data\raw\images\eccv_18_all_images_sm\59b2eaf6-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-23 01:30:52,32.047059,-110.033333,0.5594,"[779.757080078125, 412.9883728027344, 853.8049926757812, 528.5675048828125]"
data\raw\images\eccv_18_all_images_sm\59817ca8-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-22 05:44:08,32.047059,-110.033333,0.7673,"[568.2195434570312, 337.6207580566406, 669.1007080078125, 392.1611328125]"
data\raw\images\eccv_18_all_images_sm\59baca78-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-11 21:08:25,32.047059,-110.033333,0.8358,"[574.9606323242188, 369.531494140625, 739.6549072265625, 483.03155517578125]"
data\raw\images\eccv_18_all_images_sm\59e1056e-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-06 21:26:24,32.047059,-110.033333,0.8071,"[649.4036254882812, 284.0658264160156, 745.5723876953125, 350.41107177734375]"
data\raw\images\eccv_18_all_images_sm\5a0b0111-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-08-12 11:22:28,32.047059,-110.033333,0.4983,"[439.0072326660156, 338.26226806640625, 543.8772583007812, 394.13275146484375]"
data\raw\images\eccv_18_all_images_sm\59b2e8da-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-03 03:00:12,32.047059,-110.033333,0.8552,"[40.31974411010742, 632.5426025390625, 247.29574584960938, 746.8386840820312]"
data\raw\images\eccv_18_all_images_sm\5a1b1511-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-23 01:30:51,32.047059,-110.033333,0.8036,"[794.6302490234375, 398.23040771484375, 901.3518676757812, 504.8270568847656]"
data\raw\images\eccv_18_all_images_sm\59e2a4ed-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-09-05 02:33:37,32.047059,-110.033333,0.8892,"[356.68170166015625, 479.12677001953125, 562.6046752929688, 603.7062377929688]"
data\raw\images\eccv_18_all_images_sm\598ad133-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-17 06:04:32,32.047059,-110.033333,0.833,"[0.42133790254592896, 675.0033569335938, 153.4227752685547, 746.716796875]"
data\raw\images\eccv_18_all_images_sm\5965aa57-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-17 05:10:26,32.047059,-110.033333,0.6495,"[558.2523193359375, 370.2294006347656, 641.6514282226562, 498.4312438964844]"
data\raw\images\eccv_18_all_images_sm\5995ad7c-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-09-03 21:31:03,32.047059,-110.033333,0.7777,"[43.28235626220703, 518.1273193359375, 172.33004760742188, 608.9864501953125]"
data\raw\images\eccv_18_all_images_sm\59ac6a42-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-30 23:50:41,32.047059,-110.033333,0.7144,"[743.9156494140625, 280.6773376464844, 801.2506103515625, 374.8306579589844]"
data\raw\images\eccv_18_all_images_sm\5a2639f8-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-08 05:20:27,32.047059,-110.033333,0.802,"[52.03388595581055, 638.798828125, 286.799560546875, 746.2706909179688]"
data\raw\images\eccv_18_all_images_sm\59da8d2b-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-02 22:50:25,32.047059,-110.033333,0.854,"[140.03306579589844, 564.5748291015625, 332.27447509765625, 746.6568603515625]"
data\raw\images\eccv_18_all_images_sm\59ac6ad6-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-08-12 11:22:29,32.047059,-110.033333,0.5074,"[354.30657958984375, 338.364501953125, 472.6023864746094, 391.7816467285156]"
data\raw\images\eccv_18_all_images_sm\599103b4-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-02 22:50:26,32.047059,-110.033333,0.8297,"[89.68524169921875, 629.8604736328125, 284.52557373046875, 746.4786376953125]"
data\raw\images\eccv_18_all_images_sm\596a4e99-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-17 03:09:05,32.047059,-110.033333,0.8899,"[292.0592041015625, 522.806640625, 509.7745666503906, 676.687255859375]"
data\raw\images\eccv_18_all_images_sm\59b937e5-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-03 03:00:11,32.047059,-110.033333,0.8849,"[80.01118469238281, 593.6267700195312, 331.3318786621094, 746.6882934570312]"
data\raw\images\eccv_18_all_images_sm\59641df8-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-08 05:36:25,32.047059,-110.033333,0.834,"[750.5018310546875, 270.96783447265625, 832.3152465820312, 380.8384704589844]"
data\raw\images\eccv_18_all_images_sm\5a0c9c03-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-08-19 13:48:53,32.047059,-110.033333,0.6789,"[361.8038330078125, 569.29052734375, 564.8882446289062, 643.5960083007812]"
data\raw\images\eccv_18_all_images_sm\596a4d02-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-16 12:32:47,32.047059,-110.033333,0.6564,"[676.0475463867188, 270.7669982910156, 807.1328735351562, 362.5069274902344]"
data\raw\images\eccv_18_all_images_sm\59782f82-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-06 20:59:31,32.047059,-110.033333,0.8865,"[345.41082763671875, 474.9037170410156, 570.8326416015625, 604.1570434570312]"
data\raw\images\eccv_18_all_images_sm\59df5d0b-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-09-05 20:30:04,32.047059,-110.033333,0.8624,"[490.59930419921875, 462.31591796875, 634.2298583984375, 596.5308227539062]"
data\raw\images\eccv_18_all_images_sm\59d8ed77-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-08-19 13:48:55,32.047059,-110.033333,0.7559,"[638.5052490234375, 515.957763671875, 745.18408203125, 593.4693603515625]"
data\raw\images\eccv_18_all_images_sm\5971fa16-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-07 21:31:15,32.047059,-110.033333,0.4812,"[151.77218627929688, 581.4710693359375, 305.8600769042969, 739.9285278320312]"
data\raw\images\eccv_18_all_images_sm\5a230fea-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-18 02:52:24,32.047059,-110.033333,0.8782,"[377.37615966796875, 527.5191040039062, 634.7342529296875, 644.4414672851562]"
data\raw\images\eccv_18_all_images_sm\59bfdf5c-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-18 04:16:11,32.047059,-110.033333,0.8205,"[863.0120849609375, 369.53668212890625, 1006.1360473632812, 479.73846435546875]"
data\raw\images\eccv_18_all_images_sm\5a02fbd6-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-08 05:36:24,32.047059,-110.033333,0.8299,"[716.26318359375, 284.199951171875, 811.603759765625, 382.420166015625]"
data\raw\images\eccv_18_all_images_sm\5a2e14b8-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-08 02:20:27,32.047059,-110.033333,0.9095,"[164.936279296875, 555.3465576171875, 426.81231689453125, 745.2522583007812]"
data\raw\images\eccv_18_all_images_sm\5a015c2c-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-17 03:09:06,32.047059,-110.033333,0.8731,"[437.35638427734375, 461.0205993652344, 627.1116943359375, 580.8817749023438]"
data\raw\images\eccv_18_all_images_sm\59b7a80f-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-09-05 05:31:23,32.047059,-110.033333,0.8402,"[699.158447265625, 396.6502380371094, 801.7894287109375, 487.376953125]"
data\raw\images\eccv_18_all_images_sm\59f46110-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-10 20:43:06,32.047059,-110.033333,0.848,"[270.5910339355469, 321.8636779785156, 370.0782470703125, 501.2015686035156]"
data\raw\images\eccv_18_all_images_sm\5a096a27-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-09-01 14:00:33,32.047059,-110.033333,0.6177,"[97.0112075805664, 506.21844482421875, 153.3196563720703, 558.7667236328125]"
data\raw\images\eccv_18_all_images_sm\599d7e60-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-08-12 10:59:32,32.047059,-110.033333,0.7422,"[347.783935546875, 332.8053283691406, 428.72149658203125, 379.0223083496094]"
data\raw\images\eccv_18_all_images_sm\59adfd88-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-07 03:48:55,32.047059,-110.033333,0.8257,"[560.9344482421875, 382.03131103515625, 653.6685791015625, 520.0682373046875]"
data\raw\images\eccv_18_all_images_sm\59be4097-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-02 22:50:24,32.047059,-110.033333,0.8094,"[267.0058898925781, 538.2875366210938, 476.66162109375, 713.6728515625]"
data\raw\images\eccv_18_all_images_sm\59817a7b-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-07 03:28:20,32.047059,-110.033333,0.8031,"[656.9348754882812, 266.5220031738281, 802.6015014648438, 350.5445861816406]"
data\raw\images\eccv_18_all_images_sm\596bdadc-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-03 23:24:45,32.047059,-110.033333,0.8257,"[265.76922607421875, 600.7847900390625, 544.7363891601562, 708.9940185546875]"
data\raw\images\eccv_18_all_images_sm\59bac819-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-07 03:48:58,32.047059,-110.033333,0.7886,"[133.22703552246094, 566.3114013671875, 386.8905334472656, 746.9973754882812]"
data\raw\images\eccv_18_all_images_sm\5a1fe5fd-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-29 21:13:04,32.047059,-110.033333,0.9071,"[357.2940979003906, 472.29339599609375, 533.4173583984375, 602.7921142578125]"
data\raw\images\eccv_18_all_images_sm\599d7bb5-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-08-13 16:15:23,32.047059,-110.033333,0.6854,"[687.9155883789062, 506.8369140625, 799.8362426757812, 575.0101928710938]"
data\raw\images\eccv_18_all_images_sm\59d0e44b-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-27 02:52:22,32.047059,-110.033333,0.7794,"[493.3262634277344, 319.67205810546875, 650.4498291015625, 395.0631408691406]"
data\raw\images\eccv_18_all_images_sm\59b9385c-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-07 03:48:56,32.047059,-110.033333,0.8464,"[509.9510803222656, 392.82293701171875, 615.7371826171875, 551.2593994140625]"
data\raw\images\eccv_18_all_images_sm\5a015eac-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-09-05 20:30:03,32.047059,-110.033333,0.8529,"[415.54705810546875, 484.676025390625, 576.49853515625, 636.8553466796875]"
data\raw\images\eccv_18_all_images_sm\59ccd205-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-09 02:07:19,32.047059,-110.033333,0.8622,"[97.49236297607422, 350.02435302734375, 241.6312713623047, 466.72894287109375]"
data\raw\images\eccv_18_all_images_sm\5a116d63-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-09-02 10:51:24,32.047059,-110.033333,0.5962,"[459.3055725097656, 554.4334106445312, 573.2205200195312, 627.4486083984375]"
data\raw\images\eccv_18_all_images_sm\5a2e13a3-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-22 05:44:07,32.047059,-110.033333,0.7903,"[602.3695678710938, 346.83349609375, 721.0834350585938, 407.81915283203125]"
data\raw\images\eccv_18_all_images_sm\59fae58b-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-09-02 10:51:55,32.047059,-110.033333,0.7501,"[670.4284057617188, 340.3955993652344, 787.9237060546875, 415.48504638671875]"
data\raw\images\eccv_18_all_images_sm\5a14a3de-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-08 05:20:26,32.047059,-110.033333,0.8951,"[208.183349609375, 588.408447265625, 470.32525634765625, 741.8841552734375]"
data\raw\images\eccv_18_all_images_sm\597b4968-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-08 05:36:19,32.047059,-110.033333,0.8168,"[222.65390014648438, 510.10968017578125, 472.336181640625, 664.9839477539062]"
data\raw\images\eccv_18_all_images_sm\5998cf24-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-17 05:44:06,32.047059,-110.033333,0.8806,"[367.36981201171875, 481.197265625, 565.8343505859375, 639.730224609375]"
data\raw\images\eccv_18_all_images_sm\596a4cc9-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-21 02:21:25,32.047059,-110.033333,0.8051,"[404.571533203125, 583.1553344726562, 665.2012939453125, 733.98974609375]"
data\raw\images\eccv_18_all_images_sm\598c5bb3-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-18 03:25:06,32.047059,-110.033333,0.8819,"[309.1434631347656, 537.4698486328125, 513.3643188476562, 684.3653564453125]"
data\raw\images\eccv_18_all_images_sm\59b9384e-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-17 03:09:07,32.047059,-110.033333,0.8458,"[517.9368896484375, 427.0234375, 686.9998168945312, 547.4407348632812]"
data\raw\images\eccv_18_all_images_sm\59fae3a7-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-17 05:10:27,32.047059,-110.033333,0.649,"[532.2559814453125, 399.499755859375, 614.6209716796875, 474.6922912597656]"
data\raw\images\eccv_18_all_images_sm\599292e4-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-18 04:16:12,32.047059,-110.033333,0.8521,"[809.3961791992188, 381.55401611328125, 945.3214721679688, 495.9178161621094]"
data\raw\images\eccv_18_all_images_sm\5971fb68-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-08-12 11:22:30,32.047059,-110.033333,0.7758,"[175.33169555664062, 349.04541015625, 250.81045532226562, 406.6566467285156]"
data\raw\images\eccv_18_all_images_sm\59fc7e26-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-21 02:21:23,32.047059,-110.033333,0.885,"[268.6318664550781, 581.3705444335938, 585.15234375, 710.4514770507812]"
data\raw\images\eccv_18_all_images_sm\5995ac69-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-07 03:48:59,32.047059,-110.033333,0.875,"[49.082496643066406, 618.2430419921875, 305.86676025390625, 746.486328125]"
data\raw\images\eccv_18_all_images_sm\5a1cb275-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-07 22:59:01,32.047059,-110.033333,0.7469,"[443.24163818359375, 307.71905517578125, 582.99560546875, 380.85845947265625]"
data\raw\images\eccv_18_all_images_sm\59641e5e-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-03 03:00:10,32.047059,-110.033333,0.8796,"[176.4822998046875, 542.9871826171875, 420.93731689453125, 732.00048828125]"
data\raw\images\eccv_18_all_images_sm\5968bf49-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-09 02:07:18,32.047059,-110.033333,0.8176,"[30.793420791625977, 392.06298828125, 180.3515167236328, 503.81329345703125]"
data\raw\images\eccv_18_all_images_sm\5a2175d5-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-07 03:48:57,32.047059,-110.033333,0.8777,"[255.41189575195312, 527.2981567382812, 426.8011169433594, 695.1409301757812]"
data\raw\images\eccv_18_all_images_sm\59eab72c-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-17 05:10:25,32.047059,-110.033333,0.8103,"[591.3912963867188, 336.57342529296875, 682.5853271484375, 457.81475830078125]"
data\raw\images\eccv_18_all_images_sm\596a4e02-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-04 20:46:30,32.047059,-110.033333,0.8527,"[332.1676330566406, 515.8907470703125, 499.13616943359375, 673.5162963867188]"
data\raw\images\eccv_18_all_images_sm\598944ad-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-23 01:30:53,32.047059,-110.033333,0.7689,"[775.7161254882812, 415.33050537109375, 851.2005615234375, 530.5984497070312]"
data\raw\images\eccv_18_all_images_sm\59e91c5d-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-17 06:04:30,32.047059,-110.033333,0.8905,"[107.43965148925781, 600.2045288085938, 301.69342041015625, 746.9953002929688]"
data\raw\images\eccv_18_all_images_sm\59aada4a-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-09-05 05:31:25,32.047059,-110.033333,0.772,"[599.3973388671875, 472.226318359375, 661.9827270507812, 555.472900390625]"
data\raw\images\eccv_18_all_images_sm\5a27d87e-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-09-02 10:51:25,32.047059,-110.033333,0.4728,"[493.45294189453125, 568.353271484375, 584.8914794921875, 645.916015625]"
data\raw\images\eccv_18_all_images_sm\5a1fe91b-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-15 05:39:16,32.047059,-110.033333,0.9007,"[333.54351806640625, 501.1141662597656, 485.6888732910156, 643.814697265625]"
data\raw\images\eccv_18_all_images_sm\597cd679-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-10 20:43:08,32.047059,-110.033333,0.8488,"[182.83084106445312, 415.5057067871094, 309.175048828125, 571.44091796875]"
data\raw\images\eccv_18_all_images_sm\59641ef3-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-08 02:20:28,32.047059,-110.033333,0.8178,"[33.321327209472656, 631.3748168945312, 290.1512756347656, 746.5203857421875]"
data\raw\images\eccv_18_all_images_sm\59cb3a84-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-18 03:25:07,32.047059,-110.033333,0.8575,"[260.7361755371094, 552.9859619140625, 462.8621520996094, 714.44482421875]"
data\raw\images\eccv_18_all_images_sm\5a096a81-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-06 20:59:35,32.047059,-110.033333,0.807,"[731.3138427734375, 270.69158935546875, 831.4849853515625, 362.48443603515625]"
data\raw\images\eccv_18_all_images_sm\5998cfc9-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-15 04:52:19,32.047059,-110.033333,0.6573,"[716.2818603515625, 386.8627014160156, 918.6998901367188, 474.02203369140625]"
data\raw\images\eccv_18_all_images_sm\5a24a7fb-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-07 22:59:07,32.047059,-110.033333,0.7938,"[268.24688720703125, 312.7906188964844, 432.0203552246094, 386.81939697265625]"
data\raw\images\eccv_18_all_images_sm\597cd405-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-30 23:50:37,32.047059,-110.033333,0.8867,"[540.9520263671875, 446.12799072265625, 667.0240478515625, 593.8998413085938]"
data\raw\images\eccv_18_all_images_sm\59af9967-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-15 05:39:24,32.047059,-110.033333,0.8294,"[416.5376892089844, 324.0174255371094, 535.2291259765625, 422.1517639160156]"
data\raw\images\eccv_18_all_images_sm\59f6002b-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-09-02 10:53:12,32.047059,-110.033333,0.5673,"[481.35284423828125, 549.9381713867188, 573.7803344726562, 623.5411987304688]"
data\raw\images\eccv_18_all_images_sm\59673474-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-08-16 09:44:30,32.047059,-110.033333,0.4945,"[161.37109375, 603.7076416015625, 194.91006469726562, 651.5540771484375]"
data\raw\images\eccv_18_all_images_sm\5981799e-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-09-02 10:51:57,32.047059,-110.033333,0.5871,"[720.3907470703125, 338.5731506347656, 796.5812377929688, 401.4085388183594]"
data\raw\images\eccv_18_all_images_sm\5a1cb01a-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-18 04:57:05,32.047059,-110.033333,0.8312,"[17.607830047607422, 519.6356201171875, 167.7791748046875, 632.2508544921875]"
data\raw\images\eccv_18_all_images_sm\59c803af-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-07 03:28:19,32.047059,-110.033333,0.8282,"[593.5170288085938, 277.7423400878906, 723.8646240234375, 363.07763671875]"
data\raw\images\eccv_18_all_images_sm\597e6346-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-09-05 20:30:05,32.047059,-110.033333,0.8021,"[545.0548095703125, 453.69146728515625, 614.6294555664062, 584.2586669921875]"
data\raw\images\eccv_18_all_images_sm\5a164017-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-29 21:13:03,32.047059,-110.033333,0.8786,"[237.3336944580078, 507.23681640625, 467.6259765625, 629.196533203125]"
data\raw\images\eccv_18_all_images_sm\59862662-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-13 12:26:09,32.047059,-110.033333,0.8278,"[54.71826171875, 338.3687438964844, 195.7284393310547, 461.5826110839844]"
data\raw\images\eccv_18_all_images_sm\59adfc6a-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-18 02:52:25,32.047059,-110.033333,0.8844,"[513.6785888671875, 490.83795166015625, 715.7576904296875, 631.7047119140625]"
data\raw\images\eccv_18_all_images_sm\59ac6aea-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-10 20:43:11,32.047059,-110.033333,0.5801,"[925.5071411132812, 405.0320739746094, 1019.58154296875, 563.5695190429688]"
data\raw\images\eccv_18_all_images_sm\5a07cbef-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-21 02:21:24,32.047059,-110.033333,0.8682,"[350.87506103515625, 577.1595458984375, 648.7493896484375, 719.0943603515625]"
data\raw\images\eccv_18_all_images_sm\5a17df0c-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-09-02 10:52:03,32.047059,-110.033333,0.7693,"[810.4036865234375, 351.52532958984375, 889.6640625, 420.48858642578125]"
data\raw\images\eccv_18_all_images_sm\5a07cdbb-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-08-14 11:21:54,32.047059,-110.033333,0.5252,"[949.5301513671875, 391.0713806152344, 1000.4091796875, 440.7870178222656]"
data\raw\images\eccv_18_all_images_sm\5a263ae3-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-09-02 10:52:02,32.047059,-110.033333,0.5095,"[792.2800903320312, 361.76275634765625, 890.1954345703125, 413.4752502441406]"
data\raw\images\eccv_18_all_images_sm\59894225-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-17 06:04:31,32.047059,-110.033333,0.8696,"[56.94603729248047, 629.6953735351562, 243.5577392578125, 746.3986206054688]"
data\raw\images\eccv_18_all_images_sm\59bac77e-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-06 05:03:27,32.047059,-110.033333,0.8384,"[622.3489379882812, 443.65045166015625, 768.2618408203125, 561.354248046875]"
data\raw\images\eccv_18_all_images_sm\59ac6c55-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-08-19 13:49:00,32.047059,-110.033333,0.5682,"[864.5499877929688, 514.8226318359375, 937.5349731445312, 591.5957641601562]"
data\raw\images\eccv_18_all_images_sm\5a1e50da-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-06 05:03:28,32.047059,-110.033333,0.8509,"[707.9993286132812, 413.53253173828125, 779.7492065429688, 516.5462646484375]"
data\raw\images\eccv_18_all_images_sm\59ddc344-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-18 04:57:06,32.047059,-110.033333,0.7844,"[80.65486145019531, 500.6148376464844, 247.1595916748047, 609.5617065429688]"
data\raw\images\eccv_18_all_images_sm\59a6298a-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-09-02 10:53:14,32.047059,-110.033333,0.4204,"[299.9220886230469, 552.1832275390625, 421.066162109375, 617.0556030273438]"
data\raw\images\eccv_18_all_images_sm\59d7540c-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-10 20:43:07,32.047059,-110.033333,0.8517,"[246.21578979492188, 367.9170837402344, 382.02325439453125, 542.6071166992188]"
data\raw\images\eccv_18_all_images_sm\598c5d05-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-27 02:52:29,32.047059,-110.033333,0.8541,"[305.30975341796875, 325.65020751953125, 403.2921142578125, 431.6124572753906]"
data\raw\images\eccv_18_all_images_sm\5979bb1a-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-22 01:43:46,32.047059,-110.033333,0.8667,"[666.2775268554688, 296.20904541015625, 774.6286010742188, 381.18023681640625]"
data\raw\images\eccv_18_all_images_sm\59973c6a-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-16 12:32:46,32.047059,-110.033333,0.8531,"[611.2076416015625, 290.58935546875, 754.1619873046875, 374.0476989746094]"
data\raw\images\eccv_18_all_images_sm\59e44124-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-28 05:25:00,32.047059,-110.033333,0.8364,"[239.1248016357422, 561.7297973632812, 509.137451171875, 672.0670776367188]"
data\raw\images\eccv_18_all_images_sm\59fe2319-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-18 02:52:23,32.047059,-110.033333,0.8818,"[330.97650146484375, 544.202880859375, 578.802490234375, 668.30078125]"
data\raw\images\eccv_18_all_images_sm\59cb38aa-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-08 02:20:29,32.047059,-110.033333,0.4092,"[418.27813720703125, 62.35576248168945, 458.0729064941406, 126.5726089477539]"
data\raw\images\eccv_18_all_images_sm\59a94d2f-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-27 02:52:30,32.047059,-110.033333,0.864,"[282.43157958984375, 353.2872009277344, 388.26416015625, 452.9781188964844]"
data\raw\images\eccv_18_all_images_sm\596a4f0c-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-08-13 16:15:22,32.047059,-110.033333,0.8221,"[809.410400390625, 418.10992431640625, 947.4456787109375, 514.6388549804688]"
data\raw\images\eccv_18_all_images_sm\5a14a59a-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-08-07 22:59:06,32.047059,-110.033333,0.8501,"[290.1784973144531, 311.18756103515625, 430.02484130859375, 385.9993591308594]"
